zotero_link|creator
IK5N5W5S|Somaglino_Tallet
T5R2XNAZ|Eyre
KR4KA9JW|Anđelković_Teeter
PEE4CGK4|Hendrickx_Teeter
NB9SETXH|Wengrow_Teeter
ZF32ICAD|Ruzicka
4K9VX46G|Hassan
WCIQ3WG4|Hendrickx_Vermeersch_Shaw
XA2BFJCT|Dee_et_al
VJ7GTGZW|Bard
BFQZAPKG|Koehler_Lloyd
W3HMS8JG|Friedman_Teeter
NEGP67CB|Hoffman_Hamroush_Allen
GFKKZFJ4|Patch_et_al
VHUE73X4|David
PGA5IXHX|Friedman
P4GV4SAH|David_David
UAE3Z9CT|Shaw_Bard
BDVD2CK2|El-Shahawy
T49WGRHZ|Dodson_et_al
9KSTXFIV|Szpakowska_Lloyd
96P5QWAM|Assmann_et_al
G2QUXGFZ|Goelet,_Jr._et_al
G8B8TUS6|Baines_O'Connor_Silverman
XNAXT642|Hornung_Lorton
U2MEW3ZS|Baines_Shafer
IDBFWNPM|Bulbulia_et_al
2NRU8KXX|Blanton_Fargher
EUGJ2SHI|Morris_Campbell
WQU2MZK8|Engel_Moreno_García
BPRV6TB5|Karenga
RP7TUNA5|Kemp_et_al
FRNXMRTA|O'Connor_et_al
8252XTHU|Papazian_Moreno_García
2JE2FZ24|Reinold_Krause
QA43857V|Atalay_Hodder
MHCN2WI8|Larsen_et_al
6T4FF53K|Renfrew
Z6T28NKM|Gray_Atkinson
N63ZK4MP|Bouckaert_et_al
H27R4KXQ|Feinman_et_al
4IMM54CJ|Scheid_Lloyd
Q9VJGVVP|Rich_Erdkamp
EHTF73VF|Forsythe_Erdkamp
I7DFVW6P|DiLuzio
FDVCVR3B|Stamper
TH4ISXHK|Atran_Henrich
SXQI7HPM|Hoyer
FJEMEJ4Q|Adolphson_Kamens_Matsumoto
WJNS984E|McCullough_Shively_McCullough
IWSGF4CE|Ury_Shively_McCullough
SXX3NIRA|Morris_Shively_McCullough
VB38G2EV|Kiley_Shively_McCullough
FA7TJ9G6|Rizō_Shively_McCullough
JPVMWTI9|Weinstein_Shively_McCullough
ICZ9EEU6|Hurst_Shively_McCullough
UE6VXGJU|Grapard_Shively_McCullough
KDTCKJ29|McCullough_Shively_McCullough
WZMJUUZ7|Clifford
XGP9NST7|Haidt
FK9DQ6TJ|Joseph_Graham_Haidt
V79R56BM|Haidt_Joseph
PDBETF9Z|Graham_Nosek_Haidt
ZPKFDVNE|Piecuch
UZQXFCGF|Matthews_Scarre
PEHFUZFC|Langgut_Finkelstein_Litt
8DUUEDW7|Dothan_Gitin_Dever
ZY5J7UMR|Stone_Arnold_Hess
JSIWI4J3|Dixon
5CHAD4JV|Miller_II_Arnold_Hess
ADQHGQ2V|Harper
6XHA2Z43|Oded
99YUTUCF|Soggin_Bowden
9H88VQ7A|Van_de_Mieroop
2DAIB6K7|Hoyer
R8RK246S|Cartledge
WSBM9UNL|Vanderhooft_Lipschits_Oeming
SD34KGIZ|Lipschits_Lipschits_Oeming
B7M2SRV2|Dandamayev_Lipschits_Oeming
BQ2GE35N|Betlyon
3KY3VSEW|Smith
VPHF2724|Regev
R85FAUCC|Gafni_Stone
LGSF39R7|Stuart-Glennie
JNINJC45|Weber
ZHUNW78N|Schäfer
3NRMUQE7|Eshel_Katz
B6PA9MGL|Sivan
Q6EARAHC|Schick
DEZV2IZ8|Weinfeld_Eisenstadt
S6S6GTLL|Eisenstadt_Eisenstadt
JV6M5X7S|Perdue
6RBWVD8T|Gruen
KNRWR33N|Hengel_Davies_Finkelstein
U99TX6W7|Goldstein_Davies_Finkelstein
XJY7LZ4K|Snodgrass
XVIDJMZE|Connolly
2W6HECK6|Connolly_Barchiesi_Scheidel
6WEIGMFD|Thomas_Barchiesi_Scheidel
52NH3DPI|Purcell_Barchiesi_Scheidel
4PHZEIX5|Harries_Barchiesi_Scheidel
B9QCVNTQ|Stepaniants
NE2FUCXS|Bellah_Bellah_Joas
H9RLIDDA|Ostwald
MTE4KD33|Purzycki_et_al
LREY3RAS|Murdock_White
K9BKM5W7|Spielmann
32QVGJXW|Pu
X6QM74ZW|North
2QTTDUAL|Mullins_et_al
EJQ86NSD|Turchin
TFVAQTJH|Dundas
2V29BD2B|Gurkan
NZQRKS9I|Horsley
QKRWFBXB|Goodman
LG3PQYZR|Goodman_Hezser
YBN5QBQU|Goodman_Schwartz
AWVVIZJ7|Peachin_Schwartz
44TZLUJL|Dutcher-Walls
Y94VJ5K4|Pfoh
W5KPNATK|Marfoe
GTYRZKC7|Bazzana_Rizzi
B67DSQQ9|Archibald_et_al
74JXWW9C|Cohen
LSV62CYB|Lipschitz
JEDJ335U|Berquist
SXIJ4K6D|Safrai
JUKQC8NB|Graeber
4S5ABCML|Noll
BY96PH2H|Hoyer
5U8X7Q5P|Davison_Sutlive_Sutlive
ZQ4NKYQJ|Covey_et_al
TDZLK4KC|Covey
DJLDSPZG|Schreiber
2D3XWK7P|MacCormack
F49J6GI5|Hegre_et_al
EC9HC7EF|Thompson
CQIRDR58|Richmond
SW4SH35B|Ginty_Richmond
H8CVX9AR|Pinker
X9F3QIAN|Coşgel_et_al
W5RCHENA|Yang
DXT2UXIN|Klimek_et_al
5CGL3QYY|Witoszek_Midttun
WHDXDQWS|Witoszek
2NKKDCUF|Sadilek_Klimek_Thurner
45CTI2RQ|Leduc_Thurner
64RJR655|Holovatch_Kenna_Thurner
T3TGSR4S|Witoszek_Trägårdh
DGGMTNT7|Shults_et_al
SC4QUSQX|Thurner_Poledna
98DGJF9U|Poledna_Hinteregger_Thurner
EM5KFCV5|Halton_Halton
RUWH2AB9|Mt.Pleasant
LRDRH36J|Kirch
RKZVA8A3|Fletcher_et_al
SABZD9YQ|Buckley_et_al
K95LT5S4|Fox_Ledgerwood
WTG75JDY|Higham
V3B2EF3P|Falvey
EMRJQP69|Christie_Boomgaard
SYA6CHLU|Van_Setten_van_der_Meer_Studies
949N2ZKY|Hunter-Anderson
D5KHU3VT|Benson_Pauketat_Cook
234SEGU6|Doolittle
V7BRJSRA|Cuddihy_Pratt
A58Q5PDZ|Handy_Handy_Pukui
TRYSNMJV|Lee_Tuljapurkar_Vitousek
94QN6R8U|Watson
B4S4CPP2|Mekong_River_Commission
WH5B2B28|West
YI8NC8VN|Diamond
IALNSHE4|Chandler
J99DI4CK|Higham
V8GT8VT9|Nesbitt_Cambodia-IRRI-Australia_Project
WQH3SLYJ|Tully
BUXUWRYW|Christie_Boomgaard_Henley
IFI2B8UM|Jolly_Shanta_Khan
SCNNYZQY|Liu
G6MBYP65|Morton
8JQ3PMIC|Parker_King
TXKJNQBP|Chepstow-Lusty
YUMJ57US|Dillehay_Eling_Jr._Rossen
AYBTKVQ6|Chandler_et_al
62FC6XD6|Sanderson
NLUPXM9S|Cdès
9VQ4WPVW|Campbell
Z4TPHQ2M|Stark
R36QUTMK|Smith
2T85QW33|Bosworth_Manuela_Smith
GCZ3I4TP|Smith
ITZTQA6I|Bosworth
6FXWK62G|Bosworth
VCUQBTBP|Levi_Della_Vida
UHHNV2KI|Bowering_et_al
MA9UMAD4|Bearman_et_al
S3VW78BD|Parpola
FIDQFVEZ|Jackson_et_al
UFBDKM6X|Klimek_Poledna_Thurner
3Z727AEQ|Shin_et_al
VSTMT8LV|Norenzayan
LFJ5DGA7|Turchin_et_al
NB2DQLFM|Ostrom
96DMM27B|Morozov_Petrovskii_Gavrilets
C3V5552B|Smith_et_al
TNZYCWV8|Bevan
IG2H5PZG|Whitehouse_et_al
FZR3FRD9|Peregrine
TGNAL86N|Donner_Esposito
GKC9H9ED|Curry_Mullins_Whitehouse
I25GVLQE|Hulsewé
VPZSXHTI|Barbieri-Low_Yates
X6BEBHZ4|Kelly_Davis
6UI7KAQ3|Curry_Shackelford_Hansen
DE5TU7HY|Liu_Chen
WVR8Q6DM|Zhang_et_al
Q77FKW2H|Liu
DX9SY3PH|Shelach-Lavi
4WM3RBTD|Hamblin
KK2E3KMD|McIntosh
RK4CP9B6|Littauer_et_al
DWHJQHHJ|Potts
ETRKJE35|Oates_Potts
V94SXJRJ|Stein_Stein_Rothman
FJ63HECN|Algaze
CGC6QGNC|Pollock
BVTE2475|Charvát
VAXR3J6E|Paulette_Manzanilla_Rothman
MAIAZJ3K|Adams
NJZK9MGM|Delougaz
NIZXBNA6|Dalley_Sasson
E3AGDADN|Pollock
P86386EK|Foster
DNW34JB6|Maurice_Bloch
WJJ77MV8|Richard_Gabriel
QAAQIJXE|Ian_Hodder_Sharon_Steadman
WF848ZVJ|Gauthier
5M4VZ7FT|Christopher_J._Knüsel
KPREJAH2|Abbas_Alizadeh
T47HE7XR|Nicholas_Conrad_Saman_Heydari-Guran_Daniel_Potts
66DWU9WH|Lloyd_Weeks_Daniel_Potts
S8EKSDWX|Craig_Cessford_Ian_Hodder
K3BW7XXI|Bleda_During
AF5G8CJT|Bıçakçı,E._et_al
REF9KNMF|Ian_Hodder
TX5TSBQF|Ian_Hodder_Ian_Hodder
7X466HIQ|Douglas_Baird_Andrew_Fairbairn
DGPEK8ET|Agata_Czeszewska_Ian_Hodder
345DPJMC|Ian_Hodder_Ian_Hodder
U6GA7BJN|David_French
WGIRM663|Bleda_During
57KCX3PM|John_Garstang
79R99IQH|David_French
3ECSPRVZ|Ulf-Dietrich_Schoop_Gregory_McMahon
8WSRH42B|Bleda_During_Gregory_McMahon
DE9D39FS|James_Mellaart
SKKWIXEQ|M._Oluş_Arik
34NEQN8J|David_French
BFQPKQM5|David_French
QG42QEFQ|James_Muhly_Gregory_McMahon
FUN4BQJG|Özlem_Çevik
INGCAEEN|Martha_Sharp_Joukowsky
RTBFR6N7|Jayne_Warner
4QBQE5GG|Antonio_Sagona,
AS2E2TQZ|Bleda_During
9GJXX2HW|Derya_Yilmaz
UKVU69MT|Ünsal_Yalçın
QT43ZTEB|D._B._Stronach
JTFZXEPQ|Sharon_Steadman_Gregory_McMahon
MGPIC9AP|Michele_Massa
DFR2TN2U|Lynn_Meskell
2D9BGD7P|Stuart_Cambell_et_al._Benjamin_Porter
U5C5XR8K|Rana_Ozbal_Gregory_McMahon
EQZYAI2R|Hasenstab_Peregrine_Ember
TQ4KR3AE|Snow
KJQLGMR6|Beauchamp
MKRRCUSL|Wright
FJ3EAI76|Engelbrecht
ULF78LBI|Williamson_Ontario_Archaeological_Society
KJNNGAQX|Otterbein
IPU9UA8I|Jones
AKJAUBGM|Fokkens_Nicolis
9BG3XIP2|Soriano
UY5ZYUWE|Monks
KUXBITK5|Peregrine_Ember
28K42M7A|Peregrine_Ortman_Rupley
4S4QK8DM|Sandars
483BRDRA|Koch
2WBA7N5Z|Milner
LG2BUYUH|Arnold_Gibson
G56KRN8Q|Iseminger
UA3S48IX|Arnold
9PPUBMQP|Forbes
56EXR49I|Diepeveen-Jansen
RN5AW7GW|Blitz_Porth
KWM6YP38|Kruta
YQAP6U44|Collis
EHQSL6PV|Kelly_Anderson_Mainfort
P945CY6H|Wells
JYTS9YS6|Pauketat
7YILTJNP|Wells
BUVBGFTN|A_Tuba._Okse_Gregory_McMahon
YVI8FG3X|Chappell
IWUWJEQ3|Brinkman_et_al
5T3ZBRQT|Beaulieu
5ID2LTVU|Pauketat_et_al
S6TX7MIR|Emerson_Chacon_Mendoza
9QDA2CME|Illinois_State_Museum
6FUV3LXY|Pollack_Butler_Welch
C8IVWSDJ|Martin_et_al
XVGL2QHD|Pauketat_Loren
BA8XVDQN|Sturtevant_Institution
52XQFNZD|Ehrhardt
RPHMLAPJ|Illinois_State_Museum
SNWMP7V9|Illinois_State_Museum
MC5Y4TKP|Illinois_State_Museum
3ULKD3EW|Illinois_State_Museum
UCNYWPPC|Illinois_State_Museum
8HIZDLLN|Illinois_State_Museum
S5YXPUQZ|Sherratt
RTEZZDY8|Sawyer
JTMM5PGS|Peers
F82EE9ZF|Dien
YM57MR5F|Underhill_Peregrine_Ember
QUL2KD3Z|Peregrine_Peregrine_Ember
DU2J2ZFB|Shelach_Jaffe
GRQXM6LM|Bavarian
WS5RK2HX|Liu
DPH4F6DB|Liu_Storey
V9KK7G49|Campbell
243Z4UPT|Cotterell
RPRWUCX5|Xu_Underhill
3ELU5GUQ|Yuan_Underhill
Q9HAFNYU|Howard
RTMFSNTV|Kerr
XU9E2WR8|Hong
TVTGMKNP|Cooke
YW97JAK3|Littlewood
RB8FGPFX|Wagner
VNW7VIXP|Hsu
YPNMH2IC|Hung_Loewe_Shaughnessy
D8AP9BZF|Ebrey_Walthall
MZC3GUGQ|Fokkens_Achterkamp_Kuijpers
VYHJMCCF|Heyd
2ZPFC4AV|Vergnaud
72A9JW48|Harding
Y79UDHYY|Harding
2AM4HEU5|Buchsenschutz_Arnold_Gibson
L2CVBP9W|Wells
B3JLIWW3|Clark_Pye_Niederberger
7DQBYZRF|Niederberger
ZI8N64ND|McClung_de_Tapia_Puche_Dyer
XKHBKGI9|Tolstoy_et_al
DM3243N5|Tolstoy
MN8PY6SL|Nichols
L743EUD5|Sanders_Parsons_Santley
4VGE8IMZ|Nichols
H8WRQ2XF|West
BLGR9LTT|Smith_Jacob_Watson
ZMFH42PE|Robin_Fisher
8ZJF45RJ|Decety
YEVFLWHV|Fessler
GVJ8F5BA|Watts_et_al
B72BXMDB|Benjamin_Arbuckle
6RHABCRC|Brown_Lai
52ZA58GJ|James_Mellaart
68DGBSEQ|Stuart_Campbell_et_al.
HZG83I6P|Coe
C49PCQVH|Corfield
YZWDAB9C|Daguan
D4HS5DZZ|Stark_Bong
XSJS7K3C|Ian_Hodder_Ian_Hodder
WH6NHDHM|Christopher_Knusel_Marco_Milella_Ian_Hodder
HJF4WTRY|Kobayashi_Kaner_Nakamura
XGJH9KD2|Mizoguchi
F499Z7S4|J._Edward_Kidder_Brown
4DW9UFZD|Naumann
F9RRA59H|Habu
7YDV5KGG|Steenstrup
VPFN6XBH|Bleed_Matsui
7WI37U7W|Habu
QT433XIK|Matsui_Peregrine_Ember
NQXRABLY|Kaner_Insoll
QHUBGHHE|Pearson
IHXMPUMQ|Cunliffe
QBPXUPUS|Christakis
D4ZUHTHG|Bernbeck_McGuire_Arnold
W3G6E3N5|Foxhall_Forbes
Z2WBTDXT|Gallant
RVUJHTJA|Bonaventure
EF7MAI9G|Bonaventure
SEDANXAN|Gaucher_Robert
HKC3YMJT|Lehoërff
CMPKQKVS|Kottek_et_al
FF49S7Q4|Aronoff
XXAF82H2|Rosenblatt
9PE88FWV|Beaumont
7TMAM7IK|Vargö
DIRCS93A|Koyama
TLASDGIZ|Mizoguchi
FG6JKUEA|Takashi
JTCEX67G|Takashi_Brown_Goodwin
72J9WZUT|Frederic
L7RV8SDW|Hudson_Tsutsui
CDTPTA5Q|Farris
KKJDVGA5|Mizoguchi
E7M9ZB7T|Wittner
A2BBAAY5|Ikawa-Smith_Misra_Bellwood
QYTXAQGK|Barnes
AVTCKCCY|Hashiguchi_Kanaseki_Sahara
9JU89TUS|Stone
2E983GBL|Jones
6TSNY4MH|Totman
79ER7VSN|Meyer
7WWXAQNX|Turnbull
MYK4ITM2|Mason
9EU38H35|U._Silistreli_K._Emre_et._al.
TMV98GCZ|Sarah_Whitcher_Kansa_et._al.
JGB5S74T|Machteld_Mellink
4G68J7F3|Nils_Anfinset
N7NW6PAB|Joachim_Burger_Ron_Pinhasi
JP9KX5BK|Jung
X3MRZCH5|De_Maigret_Thompson
HGK23ABQ|Edens_Wilkinson
UR2Z7N3W|Jung
WUS92XSY|Wei
5Z4YYN99|Kidder
N8R2U5XX|Imamura
T5SRVKXV|Barnes
63J94NKW|Maringer
KWDQBAUF|Armstrong
W3HJ2U7U|Somerville_et_al
AX5C8IM7|Evans_Webster
5SDFFTY3|Ishige
XSCNRIKY|Watanabe
8AQLGP4F|Bonney_Partner
IDIPWEFL|Eberhard
CYYUQLXC|Haldon_et_al
HR6MJ6UL|Kia
RKVF5L6G|Jakl
7B7A8KA6|Carballo
E9VHCKDG|Hassig
MUW5MHB7|Carballo_Pluckhahn
5DJ2S5IF|Coe
ECJRIG3J|Hassig
GIEIPI8E|Smith_Berdan
6XJ65SKB|Smith
GC3T83JD|Smith
MUCWAU3D|Lopez_Austin_Lopez_Lujan
XNMQ6KN7|Porter
482TJKXF|Hosler
DBNJXB4W|Elson
P56I2R2H|Sugiyama
4UPJ66CP|Sugiyama
G7E3WXD8|Schulze
C8ZXASH2|Crider_et_al
69I533IT|Diehl
V3ILQID6|Reese
QVGVNI39|Moody_et_al
4T9NQBJQ|Issakidou_Serjeantson_Field
NESJWH6J|Tzedakis_Martlew
XSNNBYVD|Beeston_et_al
WH5CFIY3|Ventris_Chadwick
8AEMNUVP|Kendall_Chepstow-Lusty_Dransart
AZGDLH65|Fuller_Bellwood_Renfrew
C3FFESDZ|Fuller_Jarrige_Lefevre
6VAJ3PMZ|Boivin_et_al
ADSI4EUZ|SCCS_2013
2J6GEP4K|Boldender_Beierle
SRW2NM9E|Durrenberger
59SR93VY|Smith_et_al
CACFQ6HW|Durrenberger
STUU28FX|Meadow_Possehl
Q9MW3FTU|Meadow_Harris
PSSLZ8VK|Bedford
XLPYA8BS|Asouti
U887NAGM|Fairbairn
6Y24J92J|Arbuckle
FQSYSZAX|Miller_Zeder_Arter
V42Q6DLV|Barjamovic
CFT4YQSP|Baird_Potts
A872T4RY|White
I537UT9B|Bottema_Entjes-Nieborg_Zeist
ISYFVWSJ|Arbuckle
SCMSJ7RC|Russel_et_al
X668995E|Marciniak_Czerniak
G7WJPJ3G|Arbuckle
QUQ9P4FJ|Dorfler_et_al
IP6RATW6|Inalcik_Faroqhi
UID6GY6E|Barker
8YCLXH34|Attema_Burgers_Leusen
XC3YDVJL|De_Grossi_Mazzorin_Brandt_Karlsson
5MKD3VV4|Balzer
BV7JVC7M|Bray_Needham
DDWLM49Z|Li_Underhill
76QYAHFM|McIntosh_et_al
CPW2KTBB|Barker
ZLDXUJM9|Dickson_Peregrine
DB35SM8B|Haidt
P44SUG65|Eisenstadt
4I575WMZ|John_J._Shea_Heidi_Knecht
5A6NB9UW|Kirch
RNDN8API|Shishkina
63QV2ZRU|Diamond_Toland
B6JPZM4P|Mundy_et_al
HKWSTN8Z|Lewicka
FJM3STM3|Hassan_Crumley
9JEARQF8|Eyre_Lloyd
A3L2V9GP|Ikram_Redford
4QLNQP38|Shaw
CMGBQT39|Bakels
G4UTMQD8|Murray_Peregrine_Ember
RBLV2S9U|Rowlett_et_al
SG68WYCS|Grantham_Kitsikopoulos
ILDLGLDQ|Ladurie_Sheridan
DDQD3GJL|Hoffman
ZL9YB2F9|Beik
V8UEER4S|Arnold_Peregrine_Ember
QE6P6477|Hamerow
5MZ7ZJKT|Slicher_van_Bath
R2R5ZPP3|Alizadeh
UJZ39C5Y|Redding_Alizadeh
RAJL2UW5|Levent_et_al
D848BX88|Mudar
WA2BD3VC|Pollock
BVXXBE5K|Hallock
YC7JIIRP|Delougaz_Kantor
ZZ8EAUQ8|Emmerich
WEIQNSNP|Smith
4US37I5Z|Smith
KR4A55WV|Hosler
7J8H86XF|Shaw
T9RSKTVE|He
B8G3QV97|Boehm
2JN8GGSP|Smith
U3S4NNS3|Donna_J._Sutliff
9M8I6WGT|Plunket_Urun˜uela
5GSTDKNJ|Forouzan_et_al.
88S287KN|P._Delougaz_Abbas_Alizadeh
5PCRP5ZP|Abbas_Moghaddam_Daniel_T._Potts
338G2XIN|Peregrine
5TEDEZ28|Peet
YRYUF5E6|Boy_Torpey_Bortolini
KFCTTKGF|Levitt
L24JA3GX|West
Z6894PLQ|Pelliot
EK758293|Higham
GAJMIR4G|Jacq-Hergoualc'h_Smithies
RJH39GGM|Domett_O'Rielly_Buckley
LH9FMNT5|Mabbett_Chandler
P998VPV2|Freeman_Jacques
P5QBAJB4|Jarzombek_Prakash
JYLIS4RP|Fletcher_Smith
B39NN2YY|Zhou_Smithies
N68NZJ2F|Griffin_Gin
LA5UR57S|Lieberman
6LFDSEZJ|Selby
7GDZB887|Abbas_Moghaddam_Daniel_Potts
S29HREGG|Museum_yuan_Loehr
M5QT8G6Y|Lu_Zhong
XEX9K27W|Goldin_Tse
LXSRAHZX|Engelhardt
T23V7TSJ|The_University_of_Sydney
IRUAJJCA|Javier_Alvarez-Mon_Daniel_Potts
4HNKHM6E|Francoise_Tallon_Prudence_O._Harper
NNG7LNQX|Fortier_Finney_Lacampagne
8APQDQV3|Adam_Mokhtar
2E98N8M3|Anderson
TZ8GW55Q|Rossel_et_al
9UXU9QCX|Brezillon
46CBFNVB|Hoffmeier
3G7NRCQF|Tassie
MXUIVINF|Gilbert
D448RIGR|Bard
CNKXTMTZ|Köhler_Wendrich
DMHHUJ3P|Hoffmann
FAWWK9TT|Wengrow
GGD4E8GE|Krzyżaniak
U53GTX9A|Gnirs_Redford
NKBSEGST|Moeller
WMNS4U2T|Partridge_Lloyd
M4BFTF9V|Spence
S6PD6EGJ|Willard_Helaine
HD39CU6I|Kemp
7UUHRFWI|Agut-Labordère_Moreno_García
C7WAPTP4|Engberg
9KZKSQGW|Saber
JJARIM7T|Köpp-Junk
KNVT68UA|Dodson_Lloyd
UZRU3CCU|Hakem_Mokhtar
2V3A89C3|Johnson_Alden_Hole
IBM2GL3Z|Kostoglou_Van_Dommelen_Knapp
6DQ5B88T|Needham
DVGKUBVI|Robb_Martin_Frayer
9S4RSI82|Deydier
LGE4P8ED|Bellwood_Glover_Bellwood
NYLVY968|Christie
XDYJUH4M|Miksic
ZSJTZEFI|Rahardjo
GPP5HRZG|Chouteau_Missouri_Historical_Society
ACAI8KPE|Marest_Thwaites
8Q2ALFZG|Allouez_Thwaites
H8IRK23D|Rale_Thwaites
EF2N2FE2|Isakov_et_al
HRGKVR4A|Spengler_Willcox
S3T366QT|Briggs
LAJ7JQRL|Trigger_Callender
WMPPE7RJ|Higham
SDYIG2VV|Anzidei_Sestieri_Santis
V7364WBS|Turchin_Adams_Hall
HV2JNVEE|Helwing_Potts
DJADFSCZ|Schacht_Johnson_Hole
S5GVM2WI|Pollard_Berry
D9684SR2|Piphal_Haendel
HDQVHM42|James_et_al
N8KFP5ML|Potter
NGIFS643|Edmondson_Potter
RKQCC9ZN|Gleason
ZCNEN46T|Scheidel
PEB3QEGG|Frier
6IQ8L4RB|Decharneux_Draper
BKV4P3BA|Manguin_Bellwood_Glover
S42KBITH|Haensch_Riggs
QIJTHHXK|Fields_Spedaliere
5N3GKS5M|Burnand_Burnand
5A97J83S|Black
4CGUKWFN|NO_CREATOR
6AQZWARG|Stearns
KL8FVN49|Mattingly
LY2RQGYR|Mattingly
DRGJQFIW|Adkins_Adkins
98P6SIA6|Gabriel
TMMNSHR6|Pollard_Berry
YSUEPL57|Kistler
JRZGSHP6|La_Vaissière
UW7JEMDK|Kuz'mina
IDTTJNJT|Razzokov_Kurbanov
TQVIM5CV|Masson
Y3KB7STX|Orlin
VD3GAXZL|Woolf
F74XJTQB|Woolf
YVELZI7K|KELLY_Kelly
AW4TWGJB|Madigan
B7RL5UBL|Mayor_Campbell
QRY83S24|Amirav_Romeny_Romeny
9AXUTXA4|Roisman_Worthington
SUAM6VNG|Claridge_Toms_Cubberley
2IXJGIIE|Benson
VWBHZHSX|Bonavia
JKQN8BPJ|Bourget
JD9BX2G7|Brennan
8SDCSN29|Burger_Papadopoulos_Urton
V3M9MBTI|Burger_Gordon
XBH36EKR|Chicoine
MMTZDJB8|Cole
WIEEWD49|De_Vleeschouwer_et_al
3N8R96GV|Dufour_et_al
VBTDGD69|Eichler_et_al
JE7I4BQH|Haas_Creamer
V6IIRWVZ|Haas_et_al
ZXBVDKB4|Heggarty_Beresford-Jones
ZZFQFD9B|Helmer_Chicoine
HVFFRX5X|Helmer_et_al
MBJVXHEZ|Keatinge_Day
5935CPUI|Koons
Q6PGRKA8|Koons_Alex
XB6CBQBB|Larco_Hoyle
5HNZ7ZZF|Moore
DWTSUD9P|Moore_et_al
3CD8UXNA|Mengoni-Gonalons_et_al
R6ZDPI49|Moseley
IQXJI9VV|Piscitelli_Chacon_Mendoza
VQUXUEJM|Pozorski_Pozorski
ITT4K5KC|Pozorski_Pozorski
6NCBTK42|Pozorski_Pozorski
W4MQAH9J|Pozorski_et_al
CCRI6BWR|Pozorski
XJETXFQ7|Pozorski_Pozorski
QRPV4BHS|Pozorski_Pozorski
2GPUGZKI|Quilter
NQQ5XHFP|Quilter_Bourget_Jones
T56HJ7J2|Quilter
4UN2WD5R|Quilter
FQ6XWXU8|Shimada_Merkel
TXUWZ7PG|Bendezu-Sarmiento_Mustafakulov
ZACAT5JT|Grousset
R39XQAS8|Daryaee
2VVJ7PB6|Sidky
HV57TBFW|NO_CREATOR
MRU4Z6TT|Nikonorov_Savchuk
RRZRWAB9|Prowse_Smith
G5W8IVCZ|Pearce
BHVFACSC|Carroll
2QRTBQ3D|D'Ambra
JBEBEPPM|Higham
6SNCDM28|Bellwood
4JNU9NB2|Bodel
E7ZK64TN|Anzidei_et_al
BALY8D83|VARGIU_CUCINA_COPPA
RDJ86UH4|Càssola_Guida
DFI7BR9X|Miksic_et_al
YZF5NDKU|Brandt_et_al
AKXKSPQG|NO_CREATOR
RE4J7GJW|Melis
J4UIPPHT|Fowler_et_al
ZVBZDEDC|Horn_Kristiansen_Klimsha
G8C5RTGP|Potts
DPPIMBNZ|VARGIU_CUCINA_COPPA
2QK6A7M6|Shimada_Shimada
6CHEJU98|Sutter_Marcus_Williams
R47PRID6|Sutter_Cortez
CG3HIBXV|Sutter_Millaire_Morlion
WH9FIUD7|Swenson
XZPB92FJ|Szpak_et_al
TEBKMM22|Trever_et_al
SCVUHSEA|Vega-Centeno
V2I3Q7JE|Zeidler_Silverman_Isbell
RVIPKAM4|Stevanović
MX2F2BJL|Favro_Johanson
T866I6MY|Themos_et_al
WWHXUAJS|Carroll
JR5RCP34|Graham
2U9WXY2C|Hope
2EZ3CBBS|Miksic_Goh
IT4NNF4L|Fields
TXZERZB2|Lloyd
IU7NPK67|Trombold_Trombold
R4PSC4EU|Liu_Xu
9SRS7C67|Evans
GZQNWHSV|Osgood_Monks
6YHCR49W|Fields
ACLMP75M|Sage
NPCMEHSZ|Scheidel
P7N2IBXV|Crawford_et_al
3TZ2AIDP|Brennan_Flower
MBQNMXNF|Dupuy_Dupuy
RCKVIY4P|Fields
BTJ2LZIW|Buchwald
VVGBV46V|Storey
DTJ3VDVN|Zeimal_Yarshater
3ZXU4427|Abdoullaev_Leriche_Fourniau
HE94V966|Karasulas
995YFSMQ|McKay
42IMHHG6|Manguin_et_al
S2EWNREW|Olivelle
XVWWFIXG|Parasher-Sen
QIXRQ2QA|Keown
Z7587I2T|Wolters_Braginsky
5JHRGVJ4|Coedes_Vella_Brown_Cowing
I27XGN2S|Shorto_Brsginsky
5CRSNNS5|Nikonorov
FJR6C359|Roudik
X24V7ZAD|Roy
NKE26NPS|Sudyka
85FRGP7E|O'Bryan
3T3U7FSJ|Deshpande_Dhokey
IQTU6TQZ|Biggs_Bellina_Martinón-Torres
6UBG4UIF|Chakrabarti_Allchin
SFA24D23|Kāmat
E7893ZB2|Whaling
GC86SXSD|Sharma
HMGJ6ZMX|Sawant
GMAH4KXH|Margabandhu
KVT4CNNE|Mishra
C8IMFF47|Shah
U4DG2EBA|Kak
VJ6HVDIG|Majumdar_Altekar
EZ9AX4K9|Kidd
4H8JDWNT|Dikshit
TIGSQR58|Murthy_Gopal
HDRRM7CP|Kainiraka
I7RI9TTK|Altekar
KSBI5WUE|NO_CREATOR
D4KZCKCB|Madan
BCVRBIUV|Bhatt_Bhargava
23PEB4J3|Azarpay_Yarshater
HLGEBB26|Williams
GGKGT6LH|Oleson
GPEXGDM4|Taagepera
HCQHCMID|Flower
UDFY5J4H|Kyle
KDXT5I9R|Robinson
ARXMCDGD|Mitterauer_Chapple
RHP2NIKX|Carroll
